name,type_code,type,star_rating,review_total,address_si,address_gu,address_lo,address_detail,area,contact,url,create_time,lat,lng,naver_place_id
동대문빅사이즈 아이몽 밀리오레,B2,여성의류,4.38,88,서울,중구,장충단로,263 밀리오레 1층 44호,jongno,02-3393-2200,https://pcmap.place.naver.com/place/1628485345/home?entry=bmp&from=map&fromPanelNum=2&x=127.0084618&y=37.5681191&timestamp=202309071813,2023-09-07 18:11:23,127.0084618,37.5681191,1628485345
페리쉬 시청점,B2,남성정장,4.44,20,서울,중구,다동길,10,jongno,02-414-6646,https://pcmap.place.naver.com/place/31850126/home?entry=bmp&from=map&fromPanelNum=2&x=126.9798508&y=37.5678468&timestamp=202309071813,2023-09-07 18:11:23,126.9798981,37.5678370,31850126
트레일헤드 종로5가점,B2,"등산,아웃도어",4.29,292,서울,종로구,동호로38길,24 1층,jongno,070-4118-9714,https://pcmap.place.naver.com/place/35592973/home?entry=bmp&from=map&fromPanelNum=2&x=127.0035734&y=37.5703874&timestamp=202309071813,2023-09-07 18:11:23,127.0035860,37.5703514,35592973
버윅 서울파이낸스센터점,B2,수제화,4.37,53,서울,중구,세종대로,136 파이낸스빌딩 B1 102호,jongno,02-318-0511,https://pcmap.place.naver.com/place/1160519662/home?entry=bmp&from=map&fromPanelNum=2&x=126.978273&y=37.5684201&timestamp=202309071813,2023-09-07 18:11:23,126.9782701,37.5684246,1160519662
아크테릭스 롯데백화점 본점,B2,"등산,아웃도어",4.3,0,서울,중구,을지로,30 7층 아크테릭스,jongno,02-772-3688,https://pcmap.place.naver.com/place/12954122/home?entry=bmp&from=map&fromPanelNum=2&x=126.9818876&y=37.5653013&timestamp=202309071813,2023-09-07 18:11:23,126.9816208,37.5654272,12954122
아르마리오 종로점,B2,남성정장,4.92,707,서울,종로구,종로,109 2층 아르마리오 종로점,jongno,0507-1406-3123,https://pcmap.place.naver.com/place/1762728322/home?entry=bmp&from=map&fromPanelNum=2&x=126.9896695&y=37.5705945&timestamp=202309071813,2023-09-07 18:11:23,126.9896688,37.5705722,1762728322
엠핀 종로점,B2,여성의류,4.51,107,서울,종로구,종로,30-1 1층,jongno,02-540-3863,https://pcmap.place.naver.com/place/1766622777/home?entry=bmp&from=map&fromPanelNum=2&x=126.98075338586038&y=37.569977331703086&timestamp=202309071813,2023-09-07 18:11:23,126.9808348,37.5699530,1766622777
ABC마트 GS 동대문두타몰점,B2,신발,4.46,637,서울,중구,장충단로,275 두타몰 지하1층,jongno,02-3398-4230,https://pcmap.place.naver.com/place/1130526048/home?entry=bmp&from=map&fromPanelNum=2&x=127.00877510000001&y=37.568949700000005&timestamp=202309071813,2023-09-07 18:11:23,127.0087831,37.5688912,1130526048
루스,B2,구제의류,4.46,81,서울,종로구,종로60길,32 1층,jongno,0507-1330-6575,https://pcmap.place.naver.com/place/1816099256/home?entry=bmp&from=map&fromPanelNum=2&x=127.0189883&y=37.572309899999986&timestamp=202309071814,2023-09-07 18:11:23,127.0189912,37.5722974,1816099256
보니타테일러 종로점,B2,남성정장,4.9,810,서울,종로구,종로,173,jongno,02-743-6622,https://pcmap.place.naver.com/place/417917504/home?entry=bmp&from=map&fromPanelNum=2&x=126.99698552752417&y=37.570928440419344&timestamp=202309071814,2023-09-07 18:11:23,126.9970972,37.5709805,417917504
크록스 현대시티아울렛동대문점,B2,신발,4.47,80,서울,중구,장충단로13길,20 5층 크록스,jongno,02-2283-2706,https://pcmap.place.naver.com/place/38219629/home?entry=bmp&from=map&fromPanelNum=2&x=127.0076394&y=37.5689831&timestamp=202309071814,2023-09-07 18:11:23,127.0076665,37.5687346,38219629
ABC마트 ST 동대문현대아울렛점,B2,신발,4.34,699,서울,중구,장충단로13길,20 현대시티아울렛 지하1층,jongno,02-2283-2141,https://pcmap.place.naver.com/place/1690937954/home?entry=bmp&from=map&fromPanelNum=2&x=127.00768010000002&y=37.5687375&timestamp=202309071814,2023-09-07 18:11:23,127.0076665,37.5687346,1690937954
ABC마트 ST 대학로점,B2,신발,4.23,0,서울,종로구,대학로,132 에이비씨마트빌딩,jongno,02-743-5100,https://pcmap.place.naver.com/place/749583449/home?entry=bmp&from=map&fromPanelNum=2&x=127.00206120000001&y=37.5831213&timestamp=202309071814,2023-09-07 18:11:23,127.0021216,37.5830938,749583449
루아앤로니,B2,패션잡화,4.17,39,서울,종로구,종로,"266 동대문종합시장 B동 5087,5088,5089호",jongno,0507-1373-1242,https://pcmap.place.naver.com/place/1460908747/home?entry=bmp&from=map&fromPanelNum=2&x=127.00731360000002&y=37.5706765&timestamp=202309071814,2023-09-07 18:11:23,127.0073136,37.5706765,1460908747
니트,B2,구제의류,정보 없음,2,서울,중구,장충단로,275 5층 20호,jongno,010-8693-1735,https://pcmap.place.naver.com/place/1770969263/home?entry=bmp&from=map&fromPanelNum=2&x=127.0087831&y=37.5688912&timestamp=202309071814,2023-09-07 18:11:23,127.0087831,37.5688912,1770969263
아스날17,B2,셔츠,4.28,109,서울,중구,을지로,"51 교원내외빌딩b1,아스날17",jongno,0507-1366-7717,https://pcmap.place.naver.com/place/1676173690/home?entry=bmp&from=map&fromPanelNum=2&x=126.9836985&y=37.5664963&timestamp=202309071814,2023-09-07 18:11:23,126.9836985,37.5664963,1676173690
한양주단,B2,한복,정보 없음,633,서울,종로구,종로,135 2층 한양주단,jongno,02-2266-1513,https://pcmap.place.naver.com/place/11844432/home?entry=bmp&from=map&fromPanelNum=2&x=126.9924864&y=37.5707527&timestamp=202309071814,2023-09-07 18:11:23,126.9924737,37.5707422,11844432
크리스탈환타지,B2,패션잡화,4.64,197,서울,종로구,인사동길,17 1층 크리스탈환타지(Crystal Fantasy),jongno,02-725-3325,https://pcmap.place.naver.com/place/37807032/home?entry=bmp&from=map&fromPanelNum=2&x=126.98654103675632&y=37.57233232311863&timestamp=202309071814,2023-09-07 18:11:23,126.9865181,37.5722996,37807032
동대문153,B2,패션잡화,정보 없음,135,서울,종로구,종로,"266 A동 5층 5174호, 5175호, B동 5213호, 5214호",jongno,0507-1355-5364,https://pcmap.place.naver.com/place/1981346842/home?entry=bmp&from=map&fromPanelNum=2&x=127.0082578&y=37.5703093&timestamp=202309071814,2023-09-07 18:11:23,127.0073136,37.5706765,1981346842
루다,B2,보세의류,4.36,0,서울,종로구,수표로28길,21-7,jongno,0507-1305-2163,https://pcmap.place.naver.com/place/1656444201/home?entry=bmp&from=map&fromPanelNum=2&x=126.9897164&y=37.5732419&timestamp=202309071814,2023-09-07 18:11:23,126.9897161,37.5732262,1656444201
베틀가,B2,한복,4.5,63,서울,종로구,인사동길,26-1,jongno,02-723-4600,https://pcmap.place.naver.com/place/12086119/home?entry=bmp&from=map&fromPanelNum=2&x=126.98617644744266&y=37.57315939305294&timestamp=202309071814,2023-09-07 18:11:23,126.9862068,37.5731344,12086119
HH vintage,B2,구제의류,정보 없음,11,서울,종로구,대명길,34 지층,jongno,0507-1321-5469,https://pcmap.place.naver.com/place/1509146916/home?entry=bmp&from=map&fromPanelNum=2&x=126.99972206476232&y=37.58318829004213&timestamp=202309071814,2023-09-07 18:11:23,126.9996779,37.5832058,1509146916
제이진옴므 종로본점,B2,남성정장,4.66,0,서울,종로구,율곡로,241-2 수진빌딩,jongno,0507-1362-0949,https://pcmap.place.naver.com/place/13470499/home?entry=bmp&from=map&fromPanelNum=2&x=127.00548735808003&y=37.575492494096096&timestamp=202309071815,2023-09-07 18:11:23,127.0055361,37.5754758,13470499
동대문종합시장 한복상가,B2,한복,정보 없음,9,서울,종로구,종로,266 종로 266,jongno,02-2262-0114,https://pcmap.place.naver.com/place/853404651/home?entry=bmp&from=map&fromPanelNum=2&x=127.0073178&y=37.5707192&timestamp=202309071815,2023-09-07 18:11:23,127.0073136,37.5706765,853404651
실크로드 의류부자재,B2,패션잡화,4.34,68,서울,종로구,종로,266 동대문종합시장 A동 5층 5113호 5114호,jongno,02-2261-2075,https://pcmap.place.naver.com/place/1173832207/home?entry=bmp&from=map&fromPanelNum=2&x=127.0073178&y=37.5707192&timestamp=202309071815,2023-09-07 18:11:23,127.0073136,37.5706765,1173832207
