name,type,star_rating,review_sum,address,contact,url,create_time
갤러리콘서트카페 시가연,갤러리카페,정보 없음,9,서울 종로구 인사동길 52 지하1층,02-720-6244,https://pcmap.place.naver.com/restaurant/1775512624/home?entry=bmp&from=map&fromPanelNum=2&x=126.9842647&y=37.5746617&timestamp=202309071857,2023-09-07 18:57:07
라이브콘서트7080,라이브카페,정보 없음,1,서울 종로구 수표로 132-1,정보 없음,https://pcmap.place.naver.com/restaurant/1978768836/home?entry=bmp&from=map&fromPanelNum=2&x=126.9885046&y=37.5728607&timestamp=202309071857,2023-09-07 18:57:07
브로드웨이아트홀 2관,공연장,정보 없음,104,서울 종로구 대학로 132 형원빌딩,정보 없음,https://pcmap.place.naver.com/place/13412896/home?entry=bmp&from=map&fromPanelNum=2&x=127.002138199919&y=37.583956700947105&timestamp=202309071857,2023-09-07 18:57:07
교원투어 콘서트홀 교육장,"교육,학교",정보 없음,0,서울 종로구 청계천로 51-1 교원투어빌딩,02-397-0275,https://pcmap.place.naver.com/place/1310596315/home?entry=bmp&from=map&fromPanelNum=2&x=126.983539&y=37.5691267&timestamp=202309071857,2023-09-07 18:57:07
클래식전용콘서트홀,공연장,정보 없음,0,서울 종로구 종로5길 68 코리안리재보험,정보 없음,https://pcmap.place.naver.com/place/1225239887/home?entry=bmp&from=map&fromPanelNum=2&x=126.98044619999997&y=37.573435300000014&timestamp=202309071858,2023-09-07 18:57:07
브로드웨이아트홀 1관,공연장,정보 없음,109,서울 종로구 대학로 132 형원빌딩,정보 없음,https://pcmap.place.naver.com/place/13412895/home?entry=bmp&from=map&fromPanelNum=2&x=127.00192300043&y=37.58404300091999&timestamp=202309071858,2023-09-07 18:57:07
포엄콘서트,패션잡화,정보 없음,0,서울 중구 을지로 276 B1층 03호,02-2200-5531,https://pcmap.place.naver.com/place/1675852307/home?entry=bmp&from=map&fromPanelNum=2&x=127.0084388&y=37.5653353&timestamp=202309071858,2023-09-07 18:57:07
카페드콘서트,카페,4.29,514,서울 중구 세종대로 17 와이즈타워 1층,0507-1339-9519,https://pcmap.place.naver.com/restaurant/37769968/home?entry=bmp&from=map&fromPanelNum=2&x=126.97327790550113&y=37.558825416702255&timestamp=202309071858,2023-09-07 18:57:07
미니콘서트,여성의류,정보 없음,0,서울 중구 남대문시장8길 7 삼익패션타운 1층 55호 (남창동) 미니콘서트,02-777-6548,https://pcmap.place.naver.com/place/1176502853/home?entry=bmp&from=map&fromPanelNum=2&x=126.9789465&y=37.5601693&timestamp=202309071858,2023-09-07 18:57:07
세종문화회관 대극장,공연장,4.49,정보 없음,서울 종로구 세종대로 175 세종이야기,02-399-1111,https://pcmap.place.naver.com/place/13412847/home?entry=bmp&from=map&fromPanelNum=2&x=126.976042200552&y=37.5726952008458&timestamp=202309071858,2023-09-07 18:57:07
동덕여자대학교 공연예술센터,공연장,정보 없음,463,서울 종로구 동숭길 126 동덕여대 공연예술 연구소,02-940-4578,https://pcmap.place.naver.com/place/11611690/home?entry=bmp&from=map&fromPanelNum=2&x=127.003282700461&y=37.58364340101469&timestamp=202309071858,2023-09-07 18:57:07
홍익대학교대학로아트센터 대극장,공연장,4.57,정보 없음,서울 종로구 대학로 57,02-742-0300,https://pcmap.place.naver.com/place/37609050/home?entry=bmp&from=map&fromPanelNum=2&x=127.001482599612&y=37.5767454012867&timestamp=202309071859,2023-09-07 18:57:07
더굿씨어터,공연장,정보 없음,37,서울 종로구 대학로 144 중원빌딩 지하2층,02-742-7779,https://pcmap.place.naver.com/place/1958045053/home?entry=bmp&from=map&fromPanelNum=2&x=127.0020846&y=37.5839822&timestamp=202309071859,2023-09-07 18:57:07
문화예술감성단체 여민,"문화,예술단체",정보 없음,1,서울 중구 청계천로 160 716호,02-798-7242,https://pcmap.place.naver.com/place/427162972/home?entry=bmp&from=map&fromPanelNum=2&x=126.995365&y=37.5679798&timestamp=202309071859,2023-09-07 18:57:07
이화여자고등학교100주년기념관,부속건물,정보 없음,124,서울 중구 정동길 26,02-777-4258,https://pcmap.place.naver.com/place/13283331/home?entry=bmp&from=map&fromPanelNum=2&x=126.9706692&y=37.5662346&timestamp=202309071859,2023-09-07 18:57:07
학전블루 소극장,공연장,4.63,626,서울 종로구 대학로12길 46,02-763-8233,https://pcmap.place.naver.com/place/11639698/home?entry=bmp&from=map&fromPanelNum=2&x=127.003731&y=37.5820626&timestamp=202309071859,2023-09-07 18:57:07
리엔터테인먼트,공연기획사,정보 없음,3,서울 종로구 종로17길 50 3층 301호,0507-1303-8439,https://pcmap.place.naver.com/place/1887001748/home?entry=bmp&from=map&fromPanelNum=2&x=126.9884127&y=37.5723805&timestamp=202309071859,2023-09-07 18:57:07
에이비에스갤러리,"미술,공예품",정보 없음,2,서울 종로구 인사동길 14 3층,0507-1314-8933,https://pcmap.place.naver.com/place/1718874403/home?entry=bmp&from=map&fromPanelNum=2&x=126.986963&y=37.5721952&timestamp=202309071859,2023-09-07 18:57:07
