name,type_code,type,star_rating,review_total,address_si,address_gu,address_lo,address_detail,area,contact,url,create_time,lat,lng,naver_place_id
더 케이브,F4,"박람회,전시회",정보 없음,52,서울,중구,청계천로,24 케이스퀘어빌딩 지하 1층,jongno,010-5404-5352,https://pcmap.place.naver.com/place/1260054366/home?entry=bmp&from=map&fromPanelNum=2&x=126.9801781&y=37.5685545&timestamp=202309071902,2023-09-07 19:02:19,126.9801781,37.5685545,1260054366
씨뮤즈,F4,"박람회,전시회",정보 없음,0,서울,종로구,삼일대로32길,22-1 2층,jongno,010-9168-0079,https://pcmap.place.naver.com/place/1019061499/home?entry=bmp&from=map&fromPanelNum=2&x=126.988303&y=37.5752737&timestamp=202309071902,2023-09-07 19:02:19,126.9883030,37.5752737,1019061499
마리오폰테의 트웰브,F4,"박람회,전시회",정보 없음,234,서울,종로구,경희궁1길,1 1층 마리오폰테의트웰브,jongno,0507-1439-2052,https://pcmap.place.naver.com/place/1261172111/home?entry=bmp&from=map&fromPanelNum=2&x=126.97172840629933&y=37.57064104216776&timestamp=202309071902,2023-09-07 19:02:19,126.9716254,37.5707169,1261172111
제11회 서울도시농업박람회,F4,"박람회,전시회",정보 없음,4,서울,중구,을지로,12 서울광장,jongno,0507-1496-7826,https://pcmap.place.naver.com/place/1773523036/home?entry=bmp&from=map&fromPanelNum=2&x=126.9780658&y=37.5655362&timestamp=202309071903,2023-09-07 19:02:19,126.9783313,37.5655660,1773523036
마이아트예술기획연구소,F4,"박람회,전시회",4.61,85,서울,중구,을지로,157 세운대림상가 8층 868호,jongno,0507-1360-4237,https://pcmap.place.naver.com/place/20739252/home?entry=bmp&from=map&fromPanelNum=2&x=126.9954539&y=37.5671332&timestamp=202309071903,2023-09-07 19:02:19,126.9954936,37.5670649,20739252
딸에게준선물 안셀아담스사진전,F4,"박람회,전시회",4.36,17,서울,종로구,세종대로,175 세종이야기,jongno,070-4288-5177,https://pcmap.place.naver.com/place/36668047/home?entry=bmp&from=map&fromPanelNum=2&x=126.9758131&y=37.5721973&timestamp=202309071903,2023-09-07 19:02:19,126.9761683,37.5718479,36668047
2022 대한민국 관광기념품 박람회,F4,"박람회,전시회",정보 없음,3,서울,중구,을지로7가,2-1,jongno,0507-1372-2592,https://pcmap.place.naver.com/place/1121059910/home?entry=bmp&from=map&fromPanelNum=2&x=127.0097934&y=37.5669654&timestamp=202309071903,2023-09-07 19:02:19,127.0097934,37.5669654,1121059910
대안공간 틈새,F4,"박람회,전시회",정보 없음,0,서울,종로구,대학로,122 흥사단 본부,jongno,02-743-5483,https://pcmap.place.naver.com/place/11478257/home?entry=bmp&from=map&fromPanelNum=2&x=127.0022395&y=37.5821932&timestamp=202309071903,2023-09-07 19:02:19,127.0022798,37.5822138,11478257
일지인센스,F4,"박람회,전시회",정보 없음,4,서울,종로구,윤보선길,38 (안국동),jongno,0507-1312-0015,https://pcmap.place.naver.com/place/1138367704/home?entry=bmp&from=map&fromPanelNum=2&x=126.9838547&y=37.5777228&timestamp=202309071903,2023-09-07 19:02:19,126.9838446,37.5777078,1138367704
한국 만화의 색,F4,"박람회,전시회",정보 없음,0,서울,종로구,인사동길,41-1 인사가나아트센터,jongno,정보 없음,https://pcmap.place.naver.com/place/31895513/home?entry=bmp&from=map&fromPanelNum=2&x=126.9846161&y=37.5739125&timestamp=202309071903,2023-09-07 19:02:19,126.9846062,37.5738866,31895513
앤드유,F4,"박람회,전시회",4.54,23,서울,중구,무교로,13 휘닉스빌딩,jongno,070-7733-7694,https://pcmap.place.naver.com/place/13500150/home?entry=bmp&from=map&fromPanelNum=2&x=126.9789891&y=37.567131&timestamp=202309071903,2023-09-07 19:02:19,126.9790344,37.5671554,13500150
인사아트페어 운영위원회,F4,"박람회,전시회",정보 없음,2,서울,종로구,인사동길,5,jongno,02-6104-5547,https://pcmap.place.naver.com/place/13485967/home?entry=bmp&from=map&fromPanelNum=2&x=126.9869906&y=37.571369&timestamp=202309071904,2023-09-07 19:02:19,126.9869930,37.5714465,13485967
미술문화,F4,"박람회,전시회",정보 없음,6,서울,종로구,인사동5길,25,jongno,02-735-3531,https://pcmap.place.naver.com/place/13558016/home?entry=bmp&from=map&fromPanelNum=2&x=126.9853756&y=37.5720596&timestamp=202309071904,2023-09-07 19:02:19,126.9854105,37.5720998,13558016
2022 대한민국 교육기부 박람회,F4,"박람회,전시회",정보 없음,5,서울,종로구,인사동9길,26 아라아트센터,jongno,0507-1302-0703,https://pcmap.place.naver.com/place/1523505399/home?entry=bmp&from=map&fromPanelNum=2&x=126.9836293&y=37.5734288&timestamp=202309071904,2023-09-07 19:02:19,126.9836293,37.5734288,1523505399
후지시로 세이지 북촌스페이스,F4,"박람회,전시회",4.5,177,서울,종로구,계동길,92 1층,jongno,02-774-4980,https://pcmap.place.naver.com/place/1630258169/home?entry=bmp&from=map&fromPanelNum=2&x=126.9869422&y=37.5813865&timestamp=202309071904,2023-09-07 19:02:19,126.9869422,37.5813865,1630258169
카프,F4,"박람회,전시회",정보 없음,8,서울,종로구,창경궁로,185 창경궁,jongno,02-765-3364,https://pcmap.place.naver.com/place/11683683/home?entry=bmp&from=map&fromPanelNum=2&x=126.996847&y=37.5824359&timestamp=202309071904,2023-09-07 19:02:19,126.9938415,37.5776239,11683683
도서출판포토스페이스,F4,"박람회,전시회",정보 없음,0,서울,종로구,수표로,89-11,jongno,02-2264-2381,https://pcmap.place.naver.com/place/12958611/home?entry=bmp&from=map&fromPanelNum=2&x=126.9887749&y=37.5691318&timestamp=202309071904,2023-09-07 19:02:19,126.9888061,37.5691723,12958611
비볼드커뮤니케이션즈,F4,"박람회,전시회",정보 없음,6,서울,종로구,창덕궁길,29-44,jongno,02-2276-0811,https://pcmap.place.naver.com/place/32241547/home?entry=bmp&from=map&fromPanelNum=2&x=126.9882542&y=37.5788503&timestamp=202309071904,2023-09-07 19:02:19,126.9882542,37.5788503,32241547
커렉스코리아,F4,"박람회,전시회",정보 없음,0,서울,종로구,창경궁로,215 서울과학관,jongno,02-747-1342,https://pcmap.place.naver.com/place/13570746/home?entry=bmp&from=map&fromPanelNum=2&x=126.9970538&y=37.5818959&timestamp=202309071904,2023-09-07 19:02:19,126.9970111,37.5824547,13570746
아시아태평양 관광투자 컨퍼런스,F4,"박람회,전시회",정보 없음,3,서울,중구,을지로,30,jongno,02-729-9635,https://pcmap.place.naver.com/place/12944430/home?entry=bmp&from=map&fromPanelNum=2&x=126.9810452&y=37.5653685&timestamp=202309071905,2023-09-07 19:02:19,126.9816208,37.5654272,12944430
전시메일,F4,"박람회,전시회",정보 없음,1,서울,종로구,율곡로3길,72,jongno,070-8879-4373,https://pcmap.place.naver.com/place/11850772/home?entry=bmp&from=map&fromPanelNum=2&x=126.9822181&y=37.5788005&timestamp=202309071905,2023-09-07 19:02:19,126.9822234,37.5788090,11850772
디자인 프로모션 에이전시,F4,"박람회,전시회",정보 없음,0,서울,종로구,창덕궁3길,7-1,jongno,0507-1488-0256,https://pcmap.place.naver.com/place/1020973354/home?entry=bmp&from=map&fromPanelNum=2&x=126.9888531&y=37.5811811&timestamp=202309071905,2023-09-07 19:02:19,126.9888531,37.5811811,1020973354
태영관광,F4,"박람회,전시회",정보 없음,1,서울,종로구,새문안로5가길,28 광화문 플래티넘,jongno,02-722-3060,https://pcmap.place.naver.com/place/11866650/home?entry=bmp&from=map&fromPanelNum=2&x=126.9735315&y=37.5744327&timestamp=202309071905,2023-09-07 19:02:19,126.9736144,37.5744582,11866650
Beyond the Reality,F4,"박람회,전시회",정보 없음,1,서울,종로구,경희궁길,42,jongno,010-2255-0113,https://pcmap.place.naver.com/place/1443938620/home?entry=bmp&from=map&fromPanelNum=2&x=126.9697347&y=37.5731179&timestamp=202309071905,2023-09-07 19:02:19,126.9697347,37.5731179,1443938620
아트벤처스,F4,"박람회,전시회",정보 없음,10,서울,중구,퇴계로20길,13 4층,jongno,02-391-0013,https://pcmap.place.naver.com/place/1587558462/home?entry=bmp&from=map&fromPanelNum=2&x=126.9858804&y=37.5596761&timestamp=202309071905,2023-09-07 19:02:19,126.9858804,37.5596784,1587558462
파라다이스 투어,F4,"박람회,전시회",정보 없음,3,서울,중구,퇴계로,299 파라다이스빌딩 4층,jongno,0507-1433-2000,https://pcmap.place.naver.com/place/13292162/home?entry=bmp&from=map&fromPanelNum=2&x=127.0046822&y=37.5641333&timestamp=202309071905,2023-09-07 19:02:19,127.0046822,37.5641333,13292162
실크로드와 둔황,F4,"박람회,전시회",정보 없음,1,서울,종로구,경희궁1가길,5,jongno,1666-4252,https://pcmap.place.naver.com/place/13579956/home?entry=bmp&from=map&fromPanelNum=2&x=126.9691648&y=37.5720762&timestamp=202309071905,2023-09-07 19:02:19,126.9692042,37.5720767,13579956
아시아 호텔 아트 페어 사무국,F4,"박람회,전시회",4.45,12,서울,중구,소공로,46 쌍용남산플래티넘 B-103호,jongno,02-741-6320,https://pcmap.place.naver.com/place/12869363/home?entry=bmp&from=map&fromPanelNum=2&x=126.98342389999999&y=37.5595142&timestamp=202309071905,2023-09-07 19:02:19,126.9832431,37.5595151,12869363
오케이베페,F4,"박람회,전시회",정보 없음,0,서울,중구,퇴계로,182 충무로 선일빌딩,jongno,080-080-4356,https://pcmap.place.naver.com/place/32284103/home?entry=bmp&from=map&fromPanelNum=2&x=126.9919477&y=37.5608929&timestamp=202309071906,2023-09-07 19:02:19,126.9919744,37.5608572,32284103
Spoon Art Fair,F4,"박람회,전시회",정보 없음,2,서울,중구,소공로,46,jongno,070-7863-7318,https://pcmap.place.naver.com/place/21341801/home?entry=bmp&from=map&fromPanelNum=2&x=126.98320629999999&y=37.55937810000001&timestamp=202309071906,2023-09-07 19:02:19,126.9832431,37.5595151,21341801
국제암엑스포사무국,F4,"박람회,전시회",정보 없음,2,서울,중구,퇴계로,190 매경미디어센터,jongno,02-2000-5805,https://pcmap.place.naver.com/place/13297312/home?entry=bmp&from=map&fromPanelNum=2&x=126.9928703&y=37.5604845&timestamp=202309071906,2023-09-07 19:02:19,126.9929123,37.5605697,13297312
코트파,F4,"박람회,전시회",정보 없음,0,서울,중구,소공로4길,"3 (회현동2가, 코트파빌딩)",jongno,0507-1423-6161,https://pcmap.place.naver.com/place/1941139336/home?entry=bmp&from=map&fromPanelNum=2&x=126.9834821&y=37.5580223&timestamp=202309071906,2023-09-07 19:02:19,126.9834821,37.5580223,1941139336
아라아트센터,F4,"갤러리,화랑",4.31,0,서울,종로구,인사동9길,26 아라아트센터,jongno,02-733-1981,https://pcmap.place.naver.com/place/31202518/home?entry=bmp&from=map&fromPanelNum=2&x=126.983638300145&y=37.5734726006477&timestamp=202309071906,2023-09-07 19:02:19,126.9836293,37.5734288,31202518
일민미술관,F4,미술관,정보 없음,0,서울,종로구,세종대로,152,jongno,02-2020-2050,https://pcmap.place.naver.com/place/11620339/home?entry=bmp&from=map&fromPanelNum=2&x=126.9777016000005&y=37.569774299999835&timestamp=202309071906,2023-09-07 19:02:19,126.9776958,37.5698360,11620339
갤러리 이즈,F4,"갤러리,화랑",4.97,916,서울,종로구,인사동길,52-1,jongno,02-736-6669,https://pcmap.place.naver.com/place/12900399/home?entry=bmp&from=map&fromPanelNum=2&x=126.984161503736&y=37.57478233346878&timestamp=202309071906,2023-09-07 19:02:19,126.9841628,37.5747924,12900399
컬러풀뮤지엄,F4,전시관,4.34,0,서울,종로구,인사동길,49 안녕인사동 6층,jongno,02-6954-2872,https://pcmap.place.naver.com/place/1027100368/home?entry=bmp&from=map&fromPanelNum=2&x=126.9835484&y=37.5744296&timestamp=202309071906,2023-09-07 19:02:19,126.9835556,37.5744663,1027100368
아라리오뮤지엄 인 스페이스,F4,미술관,4.45,1081,서울,종로구,율곡로,83,jongno,02-736-5700,https://pcmap.place.naver.com/place/35457581/home?entry=bmp&from=map&fromPanelNum=2&x=126.98850600000002&y=37.57766450273652&timestamp=202309071906,2023-09-07 19:02:19,126.9883592,37.5778205,35457581
아트스페이스 호화,F4,전시관,정보 없음,224,서울,중구,세종대로,124 1층,jongno,0507-1387-7300,https://pcmap.place.naver.com/place/1951615659/home?entry=bmp&from=map&fromPanelNum=2&x=126.9778908&y=37.5674232&timestamp=202309071907,2023-09-07 19:02:19,126.9778908,37.5674232,1951615659
송원아트센터,F4,"갤러리,화랑",정보 없음,436,서울,종로구,윤보선길,75,jongno,02-735-9277,https://pcmap.place.naver.com/place/20557704/home?entry=bmp&from=map&fromPanelNum=2&x=126.983448201104&y=37.5793191730962&timestamp=202309071907,2023-09-07 19:02:19,126.9834482,37.5793192,20557704
라온플라워,F4,"꽃집,꽃배달",4.18,297,서울,종로구,인사동5길,21 1층,jongno,02-738-2223,https://pcmap.place.naver.com/place/1625203139/home?entry=bmp&from=map&fromPanelNum=2&x=126.9851150441158&y=37.5724637649445&timestamp=202309071907,2023-09-07 19:02:19,126.9851772,37.5724528,1625203139
B the B,F4,복합문화공간,정보 없음,62,서울,중구,을지로,281 DDP마켓,jongno,0507-1364-3765,https://pcmap.place.naver.com/place/1093645425/home?entry=bmp&from=map&fromPanelNum=2&x=127.0090525&y=37.566288&timestamp=202309071907,2023-09-07 19:02:19,127.0099323,37.5675466,1093645425
아트보다,F4,"갤러리,화랑",정보 없음,27,서울,종로구,삼일대로,461 Sk허브빌딩 101동 B106호,jongno,0507-1368-4645,https://pcmap.place.naver.com/place/1719720253/home?entry=bmp&from=map&fromPanelNum=2&x=126.98528170000007&y=37.575897900000065&timestamp=202309071907,2023-09-07 19:02:19,126.9857937,37.5756316,1719720253
갤러리광화,F4,미술관,정보 없음,122,서울,종로구,새문안로,"103 1층, 2층",jongno,070-8287-2208,https://pcmap.place.naver.com/place/1770216267/home?entry=bmp&from=map&fromPanelNum=2&x=126.9760636&y=37.570469299999985&timestamp=202309071907,2023-09-07 19:02:19,126.9760922,37.5705133,1770216267
인영갤러리,F4,"갤러리,화랑",정보 없음,133,서울,종로구,인사동10길,"23-4 인영아트센터 3,4층",jongno,02-722-8877,https://pcmap.place.naver.com/place/1118195137/home?entry=bmp&from=map&fromPanelNum=2&x=126.986273061899&y=37.574665229608605&timestamp=202309071907,2023-09-07 19:02:19,126.9862731,37.5746652,1118195137
예당,F4,"갤러리,화랑",정보 없음,23,서울,종로구,인사동16길,3-10,jongno,02-732-5364,https://pcmap.place.naver.com/place/13500096/home?entry=bmp&from=map&fromPanelNum=2&x=126.983925&y=37.5754167&timestamp=202309071907,2023-09-07 19:02:19,126.9839640,37.5754317,13500096
갤러리 재재,F4,"갤러리,화랑",정보 없음,83,서울,종로구,인사동길,55-2 1층 재재,jongno,0507-1376-6578,https://pcmap.place.naver.com/place/37761555/home?entry=bmp&from=map&fromPanelNum=2&x=126.9836212821677&y=37.57497432515883&timestamp=202309071907,2023-09-07 19:02:19,126.9835991,37.5749538,37761555
상업화랑,F4,"갤러리,화랑",정보 없음,64,서울,중구,을지로,143 4층,jongno,010-2716-7288,https://pcmap.place.naver.com/place/455010307/home?entry=bmp&from=map&fromPanelNum=2&x=126.993946399593&y=37.5666093008115&timestamp=202309071907,2023-09-07 19:02:19,126.9939435,37.5666590,455010307
아트가가 갤러리,F4,"갤러리,화랑",정보 없음,25,서울,종로구,인사동4길,1 1~2F,jongno,010-2094-1350,https://pcmap.place.naver.com/place/1583202978/home?entry=bmp&from=map&fromPanelNum=2&x=126.9863768&y=37.5731379&timestamp=202309071908,2023-09-07 19:02:19,126.9863768,37.5731379,1583202978
써드베란다,F4,"갤러리,화랑",정보 없음,2,서울,종로구,인사동길,9 3층,jongno,0507-1374-1986,https://pcmap.place.naver.com/place/1727770429/home?entry=bmp&from=map&fromPanelNum=2&x=126.9867896&y=37.571663&timestamp=202309071908,2023-09-07 19:02:19,126.9867896,37.5716630,1727770429
그림찾아가게,F4,"갤러리,화랑",정보 없음,0,서울,종로구,서순라길,109 1층,jongno,0507-1353-7498,https://pcmap.place.naver.com/place/1103588793/home?entry=bmp&from=map&fromPanelNum=2&x=126.9915324&y=37.5751082&timestamp=202309071908,2023-09-07 19:02:19,126.9915324,37.5751082,1103588793
