name,type_code,type,star_rating,review_total,address_si,address_gu,address_lo,address_detail,area,contact,url,create_time,lat,lng,naver_place_id
서경대학교 공연예술센터,F2,공연장,4.5,0,서울,종로구,동숭길,148,jongno,정보 없음,https://pcmap.place.naver.com/place/1249778156/home?entry=bmp&from=map&fromPanelNum=1&ts=1693143778737,2023-08-27 22:45:54,127.0021502,37.5835251,1249778156
서연아트홀,F2,공연장,4.57,0,서울,종로구,창경궁로,258-9,jongno,070-5180-5956,https://pcmap.place.naver.com/place/11639701/home?entry=bmp&from=map&fromPanelNum=1&ts=1693143785819,2023-08-27 22:45:54,127.0005846,37.5839287,11639701
라온아트홀 / 연극 한뼘사이,F2,공연장,4.19,0,서울,종로구,대학로10길,11,jongno,070-8952-2151,https://pcmap.place.naver.com/place/1464592641/home?entry=bmp&from=map&fromPanelNum=1&ts=1693143790821,2023-08-27 22:45:54,127.0028236,37.5818542,1464592641
바탕골소극장,F2,"공연,연극시설",4.39,0,서울,종로구,대학로10길,5 5층,jongno,02-764-8760,https://pcmap.place.naver.com/place/38009123/home?entry=bmp&from=map&fromPanelNum=1&ts=1693143796033,2023-08-27 22:45:54,127.0025975,37.5818620,38009123
대학로자유극장,F2,"공연,연극시설",4.39,0,서울,종로구,대학로12길,31,jongno,0507-1370-0661,https://pcmap.place.naver.com/place/317404170/home?entry=bmp&from=map&fromPanelNum=1&ts=1693143801706,2023-08-27 22:45:54,127.0036299,37.5827499,317404170
정극장 행오버,F2,"공연,연극시설",4.73,1522,서울,종로구,대학로12길,69 3F,jongno,0507-1352-6485,https://pcmap.place.naver.com/place/1888937466/home?entry=bmp&from=map&fromPanelNum=1&ts=1693143806958,2023-08-27 22:45:54,127.0039781,37.5810130,1888937466
예그린씨어터,F2,공연장,4.73,1522,서울,종로구,동숭길,130-5,jongno,02-6673-0100,https://pcmap.place.naver.com/place/33949063/home?entry=bmp&from=map&fromPanelNum=1&ts=1693143812549,2023-08-27 22:45:54,127.0030468,37.5838842,33949063
시온아트홀,F2,공연장,정보 없음,325,서울,종로구,대학로8가길,52 3층,jongno,070-8719-9106,https://pcmap.place.naver.com/place/1491198750/home?entry=bmp&from=map&fromPanelNum=1&ts=1693143817575,2023-08-27 22:45:54,127.0026677,37.5829838,1491198750
서울코미디클럽,F2,공연장,정보 없음,171,서울,종로구,종로14길,4 2층,jongno,070-4633-6407,https://pcmap.place.naver.com/place/1455820061/home?entry=bmp&from=map&fromPanelNum=1&ts=1693143824314,2023-08-27 22:45:54,126.9867305,37.5698289,1455820061
CKL스테이지,F2,공연장,정보 없음,304,서울,중구,청계천로,40 지하 1층 CKL스테이지,jongno,02-6441-3951,https://pcmap.place.naver.com/place/913710464/home?entry=bmp&from=map&fromPanelNum=1&ts=1693143831168,2023-08-27 22:45:54,126.9816445,37.5685313,913710464
아티스탄홀,F2,공연장,정보 없음,685,서울,종로구,대학로,132 형원빌딩,jongno,02-1661-6981,https://pcmap.place.naver.com/place/13284573/home?entry=bmp&from=map&fromPanelNum=1&ts=1693143837979,2023-08-27 22:45:54,127.0021216,37.5830938,13284573
동덕여자대학교 공연예술센터,F2,공연장,정보 없음,449,서울,종로구,동숭길,126 동덕여대 공연예술 연구소,jongno,02-940-4578,https://pcmap.place.naver.com/place/11611690/home?entry=bmp&from=map&fromPanelNum=1&ts=1693143844840,2023-08-27 22:45:54,127.0033582,37.5837330,11611690
틴틴홀,F2,공연장,4.36,0,서울,종로구,대학로10길,24 스타리움빌딩,jongno,02-764-8760,https://pcmap.place.naver.com/place/13280778/home?entry=bmp&from=map&fromPanelNum=1&ts=1693143852404,2023-08-27 22:45:54,127.0035724,37.5816064,13280778
충무아트센터 대극장,F2,공연장,4.36,0,서울,중구,퇴계로,387 충무아트홀,jongno,02-2230-6600,https://pcmap.place.naver.com/place/13413087/home?entry=bmp&from=map&fromPanelNum=1&ts=1693143857975,2023-08-27 22:45:54,127.0148052,37.5659304,13413087
JTN 아트홀 2관,F2,공연장,4.51,0,서울,종로구,이화장길,26,jongno,02-779-1595,https://pcmap.place.naver.com/place/13413043/home?entry=bmp&from=map&fromPanelNum=1&ts=1693143863150,2023-08-27 22:45:54,127.0039443,37.5766721,13413043
컬쳐씨어터,F2,"공연,연극시설",4.86,1485,서울,종로구,대학로8가길,"80 매표소 1층, 공연장 5층",jongno,0507-1486-0213,https://pcmap.place.naver.com/place/1910206912/home?entry=bmp&from=map&fromPanelNum=1&ts=1693143868394,2023-08-27 22:45:54,127.0032821,37.5824727,1910206912
플러스씨어터,F2,공연장,4.86,1485,서울,종로구,대학로12길,73,jongno,02-556-4303,https://pcmap.place.naver.com/place/1138854501/home?entry=bmp&from=map&fromPanelNum=1&ts=1693143874290,2023-08-27 22:45:54,127.0039908,37.5808259,1138854501
해피시어터/연극라면,F2,공연장,4.87,0,서울,종로구,대학로10길,5 지하1층,jongno,0507-1329-7611,https://pcmap.place.naver.com/place/1352781000/home?entry=bmp&from=map&fromPanelNum=1&ts=1693143879380,2023-08-27 22:45:54,127.0025975,37.5818620,1352781000
초록씨어터,F2,"공연,연극시설",4.87,0,서울,종로구,대학로,128 21세기빌딩 5층,jongno,0507-1356-1932,https://pcmap.place.naver.com/place/1219330836/home?entry=bmp&from=map&fromPanelNum=1&ts=1693143885158,2023-08-27 22:45:54,127.0021755,37.5827062,1219330836
JTN 아트홀 4관,F2,공연장,4.85,749,서울,종로구,이화장길,26,jongno,02-779-1595,https://pcmap.place.naver.com/place/13413045/home?entry=bmp&from=map&fromPanelNum=1&ts=1693143890442,2023-08-27 22:45:54,127.0039443,37.5766721,13413045
국립극단 명동예술극장,F2,공연장,4.17,0,서울,중구,명동길,35,jongno,1644-2003,https://pcmap.place.naver.com/place/13097297/home?entry=bmp&from=map&fromPanelNum=1&ts=1693143895595,2023-08-27 22:45:54,126.9842201,37.5640461,13097297
파랑씨어터,F2,"공연,연극시설",4.17,0,서울,종로구,대학로8가길,36,jongno,070-4870-1931,https://pcmap.place.naver.com/place/35913944/home?entry=bmp&from=map&fromPanelNum=1&ts=1693143901179,2023-08-27 22:45:54,127.0024786,37.5824917,35913944
후암씨어터,F2,공연장,4.29,577,서울,종로구,대학로11길,23 7층,jongno,정보 없음,https://pcmap.place.naver.com/place/1741020830/home?entry=bmp&from=map&fromPanelNum=1&ts=1693143906345,2023-08-27 22:45:54,127.0004414,37.5820708,1741020830
세우아트센터,F2,공연장,정보 없음,0,서울,종로구,대학로12길,49,jongno,070-7542-5089,https://pcmap.place.naver.com/place/11663698/home?entry=bmp&from=map&fromPanelNum=1&ts=1693143913321,2023-08-27 22:45:54,127.0039937,37.5819391,11663698
하마씨어터,F2,공연장,4.89,669,서울,종로구,대학로10길,15-11 4층,jongno,02-766-0830,https://pcmap.place.naver.com/place/1450717347/home?entry=bmp&from=map&fromPanelNum=1&ts=1693143920172,2023-08-27 22:45:54,127.0027883,37.5822652,1450717347
콘텐츠박스,F2,공연장,4.89,669,서울,종로구,동숭길,55 대학빌딩 B1,jongno,02-747-2232,https://pcmap.place.naver.com/place/12059901/home?entry=bmp&from=map&fromPanelNum=1&ts=1693143925852,2023-08-27 22:45:54,127.0041704,37.5807920,12059901
스타스테이지,F2,"공연,연극시설",4.32,0,서울,종로구,대학로12길,15 . 지하2층(동숭동),jongno,0507-1440-5356,https://pcmap.place.naver.com/place/1169564316/home?entry=bmp&from=map&fromPanelNum=1&ts=1693143930957,2023-08-27 22:45:54,127.0028633,37.5827358,1169564316
JTN 아트홀 3관,F2,공연장,정보 없음,445,서울,종로구,이화장길,26 JTN 아트홀,jongno,0507-1302-1596,https://pcmap.place.naver.com/place/13413044/home?entry=bmp&from=map&fromPanelNum=1&ts=1693143935915,2023-08-27 22:45:54,127.0039443,37.5766721,13413044
우미관극장,F2,공연장,정보 없음,65,서울,종로구,종로14길,4 3층,jongno,정보 없음,https://pcmap.place.naver.com/place/1784191440/home?entry=bmp&from=map&fromPanelNum=1&ts=1693143942659,2023-08-27 22:45:54,126.9867305,37.5698289,1784191440
스카이씨어터,F2,공연장,정보 없음,528,서울,종로구,대학로8가길,52,jongno,070-4106-8889,https://pcmap.place.naver.com/place/21004693/home?entry=bmp&from=map&fromPanelNum=1&ts=1693143951586,2023-08-27 22:45:54,127.0026677,37.5829838,21004693
