name,type_code,type,star_rating,review_total,address_si,address_gu,address_lo,address_detail,area,contact,url,create_time,lat,lng,naver_place_id
갤러리콘서트카페 시가연,F3,갤러리카페,정보 없음,9,서울,종로구,인사동길,52 지하1층,jongno,02-720-6244,https://pcmap.place.naver.com/restaurant/1775512624/home?entry=bmp&from=map&fromPanelNum=2&x=126.9842647&y=37.5746617&timestamp=202309071857,2023-09-07 18:57:07,126.9842647,37.5746617,1775512624
라이브콘서트7080,F3,라이브카페,정보 없음,1,서울,종로구,수표로,132-1,jongno,정보 없음,https://pcmap.place.naver.com/restaurant/1978768836/home?entry=bmp&from=map&fromPanelNum=2&x=126.9885046&y=37.5728607&timestamp=202309071857,2023-09-07 18:57:07,126.9885046,37.5728607,1978768836
브로드웨이아트홀 2관,F3,공연장,정보 없음,104,서울,종로구,대학로,132 형원빌딩,jongno,정보 없음,https://pcmap.place.naver.com/place/13412896/home?entry=bmp&from=map&fromPanelNum=2&x=127.002138199919&y=37.583956700947105&timestamp=202309071857,2023-09-07 18:57:07,127.0021216,37.5830938,13412896
교원투어 콘서트홀 교육장,F3,"교육,학교",정보 없음,0,서울,종로구,청계천로,51-1 교원투어빌딩,jongno,02-397-0275,https://pcmap.place.naver.com/place/1310596315/home?entry=bmp&from=map&fromPanelNum=2&x=126.983539&y=37.5691267&timestamp=202309071857,2023-09-07 18:57:07,126.9835390,37.5691267,1310596315
클래식전용콘서트홀,F3,공연장,정보 없음,0,서울,종로구,종로5길,68 코리안리재보험,jongno,정보 없음,https://pcmap.place.naver.com/place/1225239887/home?entry=bmp&from=map&fromPanelNum=2&x=126.98044619999997&y=37.573435300000014&timestamp=202309071858,2023-09-07 18:57:07,126.9804786,37.5734072,1225239887
브로드웨이아트홀 1관,F3,공연장,정보 없음,109,서울,종로구,대학로,132 형원빌딩,jongno,정보 없음,https://pcmap.place.naver.com/place/13412895/home?entry=bmp&from=map&fromPanelNum=2&x=127.00192300043&y=37.58404300091999&timestamp=202309071858,2023-09-07 18:57:07,127.0021216,37.5830938,13412895
포엄콘서트,F3,패션잡화,정보 없음,0,서울,중구,을지로,276 B1층 03호,jongno,02-2200-5531,https://pcmap.place.naver.com/place/1675852307/home?entry=bmp&from=map&fromPanelNum=2&x=127.0084388&y=37.5653353&timestamp=202309071858,2023-09-07 18:57:07,127.0084331,37.5653036,1675852307
카페드콘서트,F3,카페,4.29,514,서울,중구,세종대로,17 와이즈타워 1층,jongno,0507-1339-9519,https://pcmap.place.naver.com/restaurant/37769968/home?entry=bmp&from=map&fromPanelNum=2&x=126.97327790550113&y=37.558825416702255&timestamp=202309071858,2023-09-07 18:57:07,126.9732806,37.5586371,37769968
미니콘서트,F3,여성의류,정보 없음,0,서울,중구,남대문시장8길,7 삼익패션타운 1층 55호 (남창동) 미니콘서트,jongno,02-777-6548,https://pcmap.place.naver.com/place/1176502853/home?entry=bmp&from=map&fromPanelNum=2&x=126.9789465&y=37.5601693&timestamp=202309071858,2023-09-07 18:57:07,126.9789465,37.5601693,1176502853
세종문화회관 대극장,F3,공연장,4.49,0,서울,종로구,세종대로,175 세종이야기,jongno,02-399-1111,https://pcmap.place.naver.com/place/13412847/home?entry=bmp&from=map&fromPanelNum=2&x=126.976042200552&y=37.5726952008458&timestamp=202309071858,2023-09-07 18:57:07,126.9761683,37.5718479,13412847
동덕여자대학교 공연예술센터,F3,공연장,정보 없음,463,서울,종로구,동숭길,126 동덕여대 공연예술 연구소,jongno,02-940-4578,https://pcmap.place.naver.com/place/11611690/home?entry=bmp&from=map&fromPanelNum=2&x=127.003282700461&y=37.58364340101469&timestamp=202309071858,2023-09-07 18:57:07,127.0033582,37.5837330,11611690
홍익대학교대학로아트센터 대극장,F3,공연장,4.57,0,서울,종로구,대학로,57,jongno,02-742-0300,https://pcmap.place.naver.com/place/37609050/home?entry=bmp&from=map&fromPanelNum=2&x=127.001482599612&y=37.5767454012867&timestamp=202309071859,2023-09-07 18:57:07,127.0013729,37.5764627,37609050
더굿씨어터,F3,공연장,정보 없음,37,서울,종로구,대학로,144 중원빌딩 지하2층,jongno,02-742-7779,https://pcmap.place.naver.com/place/1958045053/home?entry=bmp&from=map&fromPanelNum=2&x=127.0020846&y=37.5839822&timestamp=202309071859,2023-09-07 18:57:07,127.0020846,37.5839822,1958045053
문화예술감성단체 여민,F3,"문화,예술단체",정보 없음,1,서울,중구,청계천로,160 716호,jongno,02-798-7242,https://pcmap.place.naver.com/place/427162972/home?entry=bmp&from=map&fromPanelNum=2&x=126.995365&y=37.5679798&timestamp=202309071859,2023-09-07 18:57:07,126.9953938,37.5679121,427162972
이화여자고등학교100주년기념관,F3,부속건물,정보 없음,124,서울,중구,정동길,26,jongno,02-777-4258,https://pcmap.place.naver.com/place/13283331/home?entry=bmp&from=map&fromPanelNum=2&x=126.9706692&y=37.5662346&timestamp=202309071859,2023-09-07 18:57:07,126.9713043,37.5658284,13283331
학전블루 소극장,F3,공연장,4.63,626,서울,종로구,대학로12길,46,jongno,02-763-8233,https://pcmap.place.naver.com/place/11639698/home?entry=bmp&from=map&fromPanelNum=2&x=127.003731&y=37.5820626&timestamp=202309071859,2023-09-07 18:57:07,127.0037310,37.5820626,11639698
리엔터테인먼트,F3,공연기획사,정보 없음,3,서울,종로구,종로17길,50 3층 301호,jongno,0507-1303-8439,https://pcmap.place.naver.com/place/1887001748/home?entry=bmp&from=map&fromPanelNum=2&x=126.9884127&y=37.5723805&timestamp=202309071859,2023-09-07 18:57:07,126.9884413,37.5723808,1887001748
에이비에스갤러리,F3,"미술,공예품",정보 없음,2,서울,종로구,인사동길,14 3층,jongno,0507-1314-8933,https://pcmap.place.naver.com/place/1718874403/home?entry=bmp&from=map&fromPanelNum=2&x=126.986963&y=37.5721952&timestamp=202309071859,2023-09-07 18:57:07,126.9869630,37.5721952,1718874403
릿슨투,F3,"전시,행사대행",정보 없음,0,서울,종로구,인사동1길,"7 에스19호, 에스20호",jongno,010-2011-4634,https://pcmap.place.naver.com/place/1652006730/home?entry=bmp&from=map&fromPanelNum=2&x=126.9868933&y=37.5713718&timestamp=202309071859,2023-09-07 18:57:07,126.9868933,37.5713718,1652006730
제이티앤미디어,F3,공연기획사,정보 없음,13,서울,종로구,이화장길,26 5층,jongno,02-779-1595,https://pcmap.place.naver.com/place/1462945640/home?entry=bmp&from=map&fromPanelNum=2&x=127.0039443&y=37.5766721&timestamp=202309071859,2023-09-07 18:57:07,127.0039443,37.5766721,1462945640
씨케이아트웍스,F3,공연기획사,정보 없음,0,서울,종로구,대학로,144 지하2층,jongno,010-2831-7872,https://pcmap.place.naver.com/place/1329893251/home?entry=bmp&from=map&fromPanelNum=2&x=127.0020846&y=37.5839822&timestamp=202309071900,2023-09-07 18:57:07,127.0020846,37.5839822,1329893251
미마지아트센터 물빛극장,F3,공연장,정보 없음,692,서울,종로구,대학로8가길,129 동원빌딩 지하 1층,jongno,02-6404-5005,https://pcmap.place.naver.com/place/11663674/home?entry=bmp&from=map&fromPanelNum=2&x=127.00348550050198&y=37.5803325013344&timestamp=202309071900,2023-09-07 18:57:07,127.0035471,37.5803079,11663674
유니시드,F3,"협회,단체",정보 없음,1,서울,종로구,창경궁로,254,jongno,0507-1315-0381,https://pcmap.place.naver.com/place/1270388997/home?entry=bmp&from=map&fromPanelNum=2&x=126.9999802&y=37.5837491&timestamp=202309071900,2023-09-07 18:57:07,126.9999822,37.5837443,1270388997
미송아트홀,F3,장소대여,정보 없음,37,서울,종로구,창경궁로29길,25 명륜빌딩 3층 미송아트홀,jongno,0507-1330-5791,https://pcmap.place.naver.com/place/30949204/home?entry=bmp&from=map&fromPanelNum=2&x=126.99743439954601&y=37.58375790021691&timestamp=202309071900,2023-09-07 18:57:07,126.9974355,37.5837577,30949204
장충체육관,F3,체육관,4.31,0,서울,중구,동호로,241,jongno,02-2128-2800,https://pcmap.place.naver.com/place/11622959/home?entry=bmp&from=map&fromPanelNum=2&x=127.00679000000184&y=37.55818650000293&timestamp=202309071900,2023-09-07 18:57:07,127.0067900,37.5581865,11622959
펀에이드,F3,"문화,예술단체",정보 없음,0,서울,종로구,자하문로10길,30 이룸빌딩 4층,jongno,02-504-7568,https://pcmap.place.naver.com/place/605736485/home?entry=bmp&from=map&fromPanelNum=2&x=126.973221&y=37.5792244&timestamp=202309071900,2023-09-07 18:57:07,126.9732196,37.5792232,605736485
일미터클래식,F3,엔터테인먼트,정보 없음,54,서울,종로구,종로1길,50 더케이트윈타워 B동 3층 128,jongno,02-766-7623,https://pcmap.place.naver.com/place/13280793/home?entry=bmp&from=map&fromPanelNum=2&x=126.9790614&y=37.5747887&timestamp=202309071900,2023-09-07 18:57:07,126.9791966,37.5746798,13280793
