name,type,star_rating,review_sum,address,contact,url,create_time
더 케이브,"박람회,전시회",정보 없음,52,서울 중구 청계천로 24 케이스퀘어빌딩 지하 1층,010-5404-5352,https://pcmap.place.naver.com/place/1260054366/home?entry=bmp&from=map&fromPanelNum=2&x=126.9801781&y=37.5685545&timestamp=202309071902,2023-09-07 19:02:19
씨뮤즈,"박람회,전시회",정보 없음,0,서울 종로구 삼일대로32길 22-1 2층,010-9168-0079,https://pcmap.place.naver.com/place/1019061499/home?entry=bmp&from=map&fromPanelNum=2&x=126.988303&y=37.5752737&timestamp=202309071902,2023-09-07 19:02:19
마리오폰테의 트웰브,"박람회,전시회",정보 없음,234,서울 종로구 경희궁1길 1 1층 마리오폰테의트웰브,0507-1439-2052,https://pcmap.place.naver.com/place/1261172111/home?entry=bmp&from=map&fromPanelNum=2&x=126.97172840629933&y=37.57064104216776&timestamp=202309071902,2023-09-07 19:02:19
제11회 서울도시농업박람회,"박람회,전시회",정보 없음,4,서울 중구 을지로 12 서울광장,0507-1496-7826,https://pcmap.place.naver.com/place/1773523036/home?entry=bmp&from=map&fromPanelNum=2&x=126.9780658&y=37.5655362&timestamp=202309071903,2023-09-07 19:02:19
마이아트예술기획연구소,"박람회,전시회",4.61,85,서울 중구 을지로 157 세운대림상가 8층 868호,0507-1360-4237,https://pcmap.place.naver.com/place/20739252/home?entry=bmp&from=map&fromPanelNum=2&x=126.9954539&y=37.5671332&timestamp=202309071903,2023-09-07 19:02:19
딸에게준선물 안셀아담스사진전,"박람회,전시회",4.36,17,서울 종로구 세종대로 175 세종이야기,070-4288-5177,https://pcmap.place.naver.com/place/36668047/home?entry=bmp&from=map&fromPanelNum=2&x=126.9758131&y=37.5721973&timestamp=202309071903,2023-09-07 19:02:19
2022 대한민국 관광기념품 박람회,"박람회,전시회",정보 없음,3,서울 중구 을지로7가 2-1,0507-1372-2592,https://pcmap.place.naver.com/place/1121059910/home?entry=bmp&from=map&fromPanelNum=2&x=127.0097934&y=37.5669654&timestamp=202309071903,2023-09-07 19:02:19
대안공간 틈새,"박람회,전시회",정보 없음,0,서울 종로구 대학로 122 흥사단 본부,02-743-5483,https://pcmap.place.naver.com/place/11478257/home?entry=bmp&from=map&fromPanelNum=2&x=127.0022395&y=37.5821932&timestamp=202309071903,2023-09-07 19:02:19
일지인센스,"박람회,전시회",정보 없음,4,서울 종로구 윤보선길 38 (안국동),0507-1312-0015,https://pcmap.place.naver.com/place/1138367704/home?entry=bmp&from=map&fromPanelNum=2&x=126.9838547&y=37.5777228&timestamp=202309071903,2023-09-07 19:02:19
한국 만화의 색,"박람회,전시회",정보 없음,0,서울 종로구 인사동길 41-1 인사가나아트센터,정보 없음,https://pcmap.place.naver.com/place/31895513/home?entry=bmp&from=map&fromPanelNum=2&x=126.9846161&y=37.5739125&timestamp=202309071903,2023-09-07 19:02:19
앤드유,"박람회,전시회",4.54,23,서울 중구 무교로 13 휘닉스빌딩,070-7733-7694,https://pcmap.place.naver.com/place/13500150/home?entry=bmp&from=map&fromPanelNum=2&x=126.9789891&y=37.567131&timestamp=202309071903,2023-09-07 19:02:19
인사아트페어 운영위원회,"박람회,전시회",정보 없음,2,서울 종로구 인사동길 5,02-6104-5547,https://pcmap.place.naver.com/place/13485967/home?entry=bmp&from=map&fromPanelNum=2&x=126.9869906&y=37.571369&timestamp=202309071904,2023-09-07 19:02:19
미술문화,"박람회,전시회",정보 없음,6,서울 종로구 인사동5길 25,02-735-3531,https://pcmap.place.naver.com/place/13558016/home?entry=bmp&from=map&fromPanelNum=2&x=126.9853756&y=37.5720596&timestamp=202309071904,2023-09-07 19:02:19
2022 대한민국 교육기부 박람회,"박람회,전시회",정보 없음,5,서울 종로구 인사동9길 26 아라아트센터,0507-1302-0703,https://pcmap.place.naver.com/place/1523505399/home?entry=bmp&from=map&fromPanelNum=2&x=126.9836293&y=37.5734288&timestamp=202309071904,2023-09-07 19:02:19
후지시로 세이지 북촌스페이스,"박람회,전시회",4.5,177,서울 종로구 계동길 92 1층,02-774-4980,https://pcmap.place.naver.com/place/1630258169/home?entry=bmp&from=map&fromPanelNum=2&x=126.9869422&y=37.5813865&timestamp=202309071904,2023-09-07 19:02:19
카프,"박람회,전시회",정보 없음,8,서울 종로구 창경궁로 185 창경궁,02-765-3364,https://pcmap.place.naver.com/place/11683683/home?entry=bmp&from=map&fromPanelNum=2&x=126.996847&y=37.5824359&timestamp=202309071904,2023-09-07 19:02:19
도서출판포토스페이스,"박람회,전시회",정보 없음,0,서울 종로구 수표로 89-11,02-2264-2381,https://pcmap.place.naver.com/place/12958611/home?entry=bmp&from=map&fromPanelNum=2&x=126.9887749&y=37.5691318&timestamp=202309071904,2023-09-07 19:02:19
비볼드커뮤니케이션즈,"박람회,전시회",정보 없음,6,서울 종로구 창덕궁길 29-44,02-2276-0811,https://pcmap.place.naver.com/place/32241547/home?entry=bmp&from=map&fromPanelNum=2&x=126.9882542&y=37.5788503&timestamp=202309071904,2023-09-07 19:02:19
커렉스코리아,"박람회,전시회",정보 없음,0,서울 종로구 창경궁로 215 서울과학관,02-747-1342,https://pcmap.place.naver.com/place/13570746/home?entry=bmp&from=map&fromPanelNum=2&x=126.9970538&y=37.5818959&timestamp=202309071904,2023-09-07 19:02:19
아시아태평양 관광투자 컨퍼런스,"박람회,전시회",정보 없음,3,서울 중구 을지로 30,02-729-9635,https://pcmap.place.naver.com/place/12944430/home?entry=bmp&from=map&fromPanelNum=2&x=126.9810452&y=37.5653685&timestamp=202309071905,2023-09-07 19:02:19
전시메일,"박람회,전시회",정보 없음,1,서울 종로구 율곡로3길 72,070-8879-4373,https://pcmap.place.naver.com/place/11850772/home?entry=bmp&from=map&fromPanelNum=2&x=126.9822181&y=37.5788005&timestamp=202309071905,2023-09-07 19:02:19
디자인 프로모션 에이전시,"박람회,전시회",정보 없음,0,서울 종로구 창덕궁3길 7-1,0507-1488-0256,https://pcmap.place.naver.com/place/1020973354/home?entry=bmp&from=map&fromPanelNum=2&x=126.9888531&y=37.5811811&timestamp=202309071905,2023-09-07 19:02:19
태영관광,"박람회,전시회",정보 없음,1,서울 종로구 새문안로5가길 28 광화문 플래티넘,02-722-3060,https://pcmap.place.naver.com/place/11866650/home?entry=bmp&from=map&fromPanelNum=2&x=126.9735315&y=37.5744327&timestamp=202309071905,2023-09-07 19:02:19
Beyond the Reality,"박람회,전시회",정보 없음,1,서울 종로구 경희궁길 42,010-2255-0113,https://pcmap.place.naver.com/place/1443938620/home?entry=bmp&from=map&fromPanelNum=2&x=126.9697347&y=37.5731179&timestamp=202309071905,2023-09-07 19:02:19
아트벤처스,"박람회,전시회",정보 없음,10,서울 중구 퇴계로20길 13 4층,02-391-0013,https://pcmap.place.naver.com/place/1587558462/home?entry=bmp&from=map&fromPanelNum=2&x=126.9858804&y=37.5596761&timestamp=202309071905,2023-09-07 19:02:19
파라다이스 투어,"박람회,전시회",정보 없음,3,서울 중구 퇴계로 299 파라다이스빌딩 4층,0507-1433-2000,https://pcmap.place.naver.com/place/13292162/home?entry=bmp&from=map&fromPanelNum=2&x=127.0046822&y=37.5641333&timestamp=202309071905,2023-09-07 19:02:19
실크로드와 둔황,"박람회,전시회",정보 없음,1,서울 종로구 경희궁1가길 5,1666-4252,https://pcmap.place.naver.com/place/13579956/home?entry=bmp&from=map&fromPanelNum=2&x=126.9691648&y=37.5720762&timestamp=202309071905,2023-09-07 19:02:19
아시아 호텔 아트 페어 사무국,"박람회,전시회",4.45,12,서울 중구 소공로 46 쌍용남산플래티넘 B-103호,02-741-6320,https://pcmap.place.naver.com/place/12869363/home?entry=bmp&from=map&fromPanelNum=2&x=126.98342389999999&y=37.5595142&timestamp=202309071905,2023-09-07 19:02:19
오케이베페,"박람회,전시회",정보 없음,0,서울 중구 퇴계로 182 충무로 선일빌딩,080-080-4356,https://pcmap.place.naver.com/place/32284103/home?entry=bmp&from=map&fromPanelNum=2&x=126.9919477&y=37.5608929&timestamp=202309071906,2023-09-07 19:02:19
